The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           1         0.6         0.5    0.533333           0
           1         0.6         0.5    0.533333           2
           1         0.5         0.5         0.5           0
           1         0.6         0.5         0.5           1
           1         0.6         0.5    0.466667           1
           2         0.5         0.5    0.466667           0
           1         0.5        0.55    0.466667           0
           2         0.6        0.55         0.5           1
           1         0.5        0.55         0.5           0
           1         0.5         0.6    0.533333           0
           2         0.6         0.6    0.533333           0
           3         0.6         0.6    0.533333           0
           4         0.7         0.6    0.566667           0
           5         0.7        0.65    0.566667           0
           6         0.8         0.7         0.6           1
           1         0.8        0.65         0.6           0
           1         0.8        0.65    0.633333           1
           1         0.7        0.65         0.6           1
           2         0.7         0.6         0.6           1
           3         0.6        0.55         0.6           1
           4         0.5        0.55    0.566667           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           1
           1           0           0           0           0
           1    0.333333    0.333333    0.333333           0
           2         0.5         0.5         0.5           0
           3         0.6         0.6         0.6           0
           4    0.666667    0.666667    0.666667           1
           1    0.571429    0.571429    0.571429           0
           1       0.625       0.625       0.625           0
           2    0.666667    0.666667    0.666667           0
           3         0.7         0.7         0.7           1
           1         0.7    0.636364    0.636364           0
           1         0.8    0.666667    0.666667           0
           2         0.8    0.692308    0.692308           1
           1         0.7    0.642857    0.642857           0
           1         0.7    0.666667    0.666667           1
           1         0.6       0.625       0.625           2
           1         0.6    0.588235    0.588235           0
           1         0.6    0.611111    0.611111           1
           1         0.5    0.578947    0.578947           1
           2         0.4        0.55        0.55           0
           1         0.5         0.6    0.571429           0
           2         0.5        0.65    0.590909           1
           1         0.4         0.6    0.565217           0
           1         0.5         0.6    0.583333           0
           2         0.5         0.6         0.6           0
           3         0.6         0.6    0.615385           1
           1         0.6         0.6    0.592593           1
           2         0.5        0.55    0.571429           0
           1         0.6        0.55    0.586207           1
           1         0.6         0.5    0.566667           1
           2         0.5         0.5    0.566667           0
           1         0.5         0.5         0.6           1
           1         0.5        0.45    0.566667           1
           2         0.4        0.45    0.533333           1
           3         0.3         0.4         0.5           0
           1         0.3        0.45         0.5           0
           2         0.4         0.5    0.533333           0
           3         0.5         0.5    0.533333           0
           4         0.5        0.55    0.533333           1
           1         0.5        0.55         0.5           1
           2         0.5         0.5         0.5           0
           1         0.5         0.5         0.5           0
           2         0.6        0.55         0.5           1
           1         0.6         0.5         0.5           1
           2         0.6        0.45    0.466667           0
           1         0.6        0.45         0.5           2
           1         0.5        0.45         0.5           1
           1         0.4        0.45    0.466667           0
           1         0.4        0.45         0.5           1
           1         0.4        0.45         0.5           1
           2         0.4        0.45    0.466667           2
           1         0.3         0.4    0.433333           0
           1         0.3        0.45    0.466667           0
           2         0.4         0.5    0.466667           1
           1         0.4         0.5    0.433333           0
           1         0.4         0.5    0.433333           0
           2         0.5         0.5    0.466667           0
           3         0.6         0.5         0.5           1
           1         0.5        0.45    0.466667           0
           1         0.6         0.5         0.5           1
           1         0.6         0.5         0.5           0
           1         0.7         0.5         0.5           0
           2         0.7         0.5    0.533333           1
           1         0.6         0.5    0.533333           1
           2         0.6         0.5    0.533333           0
           1         0.6         0.5    0.533333           0
           2         0.6        0.55    0.533333           0
           3         0.6         0.6    0.533333           1
           1         0.6        0.55         0.5           2
           1         0.5        0.55         0.5           0
           1         0.6         0.6    0.533333           1
           1         0.5         0.6         0.5           2
           1         0.4        0.55    0.466667           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           1
           1    0.333333    0.333333    0.333333           1
           2        0.25        0.25        0.25           1
           3         0.2         0.2         0.2           1
           4    0.166667    0.166667    0.166667           0
           1    0.285714    0.285714    0.285714           0
           2       0.375       0.375       0.375           0
           3    0.444444    0.444444    0.444444           0
           4         0.5         0.5         0.5           0
           5         0.6    0.545455    0.545455           0
           6         0.6    0.583333    0.583333           1
           1         0.6    0.538462    0.538462           1
           2         0.6         0.5         0.5           0
           1         0.7    0.533333    0.533333           0
           2         0.8      0.5625      0.5625           2
           1         0.7    0.529412    0.529412           0
           1         0.7    0.555556    0.555556           1
           1         0.6    0.526316    0.526316           0
           1         0.6        0.55        0.55           2
           1         0.5        0.55     0.52381           0
           1         0.5        0.55    0.545455           1
           1         0.5        0.55    0.521739           1
           2         0.5        0.55         0.5           0
           1         0.5         0.6        0.52           0
           2         0.5        0.65    0.538462           1
           1         0.5         0.6    0.518519           1
           2         0.4        0.55         0.5           1
           3         0.4         0.5    0.482759           0
           1         0.4         0.5         0.5           2
           1         0.4        0.45         0.5           0
           1         0.4        0.45         0.5           1
           1         0.4        0.45         0.5           2
           1         0.4        0.45         0.5           1
           1         0.3         0.4         0.5           1
           2         0.2        0.35         0.5           1
           3         0.2        0.35    0.466667           0
           1         0.3        0.35    0.466667           2
           1         0.3        0.35    0.433333           0
           1         0.3        0.35    0.433333           0
           2         0.4         0.4    0.433333           2
           1         0.3        0.35         0.4           1
           1         0.3        0.35         0.4           1
           2         0.3        0.35         0.4           1
           3         0.3         0.3    0.366667           1
           4         0.3        0.25    0.333333           0
           1         0.4         0.3    0.366667           1
           1         0.3         0.3    0.333333           0
           1         0.4        0.35    0.366667           0
           2         0.4        0.35    0.366667           0
           3         0.4         0.4         0.4           1
           1         0.4        0.35    0.366667           1
           2         0.4        0.35    0.366667           1
           3         0.4        0.35    0.366667           1
           4         0.4        0.35    0.333333           1
           5         0.4        0.35         0.3           0
           1         0.4         0.4    0.333333           0
           2         0.5         0.4    0.366667           0
           3         0.5        0.45         0.4           1
           1         0.4         0.4    0.366667           1
           2         0.3        0.35    0.366667           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           1
           1    0.333333    0.333333    0.333333           1
           2        0.25        0.25        0.25           0
           1         0.4         0.4         0.4           0
           2         0.5         0.5         0.5           1
           1    0.428571    0.428571    0.428571           1
           2       0.375       0.375       0.375           1
           3    0.333333    0.333333    0.333333           0
           1         0.4         0.4         0.4           0
           2         0.5    0.454545    0.454545           0
           3         0.5         0.5         0.5           0
           4         0.6    0.538462    0.538462           0
           5         0.7    0.571429    0.571429           1
           1         0.6    0.533333    0.533333           0
           1         0.6      0.5625      0.5625           1
           1         0.6    0.529412    0.529412           0
           1         0.7    0.555556    0.555556           1
           1         0.7    0.526316    0.526316           0
           1         0.7        0.55        0.55           1
           1         0.6        0.55     0.52381           0
           1         0.6        0.55    0.545455           0
           2         0.6         0.6    0.565217           1
           1         0.5         0.6    0.541667           0
           1         0.6         0.6        0.56           0
           2         0.6         0.6    0.576923           0
           3         0.7        0.65    0.592593           0
           4         0.7         0.7    0.607143           0
           5         0.8        0.75     0.62069           0
           6         0.8        0.75    0.633333           1
           1         0.8         0.7    0.633333           0
           1         0.8         0.7    0.633333           0
           2         0.8         0.7    0.666667           1
           1         0.8        0.65    0.666667           0
           1         0.8         0.7    0.666667           0
           2         0.8         0.7    0.666667           0
           3         0.8        0.75         0.7           1
           1         0.7         0.7         0.7           0
           1         0.7        0.75    0.733333           0
           2         0.7        0.75    0.733333           1
           1         0.7        0.75         0.7           0
           1         0.7        0.75         0.7           1
           1         0.6         0.7    0.666667           0
           1         0.7        0.75    0.666667           0
           2         0.7        0.75         0.7           0
           3         0.7        0.75         0.7           1
           1         0.6         0.7         0.7           1
           2         0.6        0.65    0.666667           1
           3         0.5         0.6    0.666667           2
           1         0.4        0.55    0.633333           0
           1         0.5         0.6    0.666667           0
           2         0.5         0.6    0.666667           2
           1         0.5        0.55    0.633333           0
           1         0.5         0.6    0.666667           0
           2         0.5         0.6    0.666667           0
           3         0.5         0.6    0.666667           0
           4         0.6         0.6    0.666667           1
           1         0.6         0.6    0.633333           1
           2         0.6        0.55         0.6           1
           3         0.6         0.5    0.566667           1
           4         0.5         0.5    0.566667           0
           1         0.5         0.5    0.566667           1
           1         0.5         0.5    0.533333           1
           2         0.4        0.45    0.533333           1
           3         0.3         0.4         0.5           1
           4         0.2        0.35    0.466667           0
           1         0.2         0.4    0.466667           0
           2         0.3        0.45         0.5           0
           3         0.4         0.5         0.5           0
           4         0.5        0.55         0.5           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           1
           1         0.5         0.5         0.5           1
           2         0.4         0.4         0.4           1
           3    0.333333    0.333333    0.333333           1
           4    0.285714    0.285714    0.285714           0
           1       0.375       0.375       0.375           0
           2    0.444444    0.444444    0.444444           0
           3         0.5         0.5         0.5           2
           1         0.5    0.454545    0.454545           1
           1         0.4    0.416667    0.416667           0
           1         0.4    0.461538    0.461538           0
           2         0.5         0.5         0.5           0
           3         0.6    0.533333    0.533333           0
           4         0.7      0.5625      0.5625           0
           5         0.8    0.588235    0.588235           1
           1         0.7    0.555556    0.555556           1
           2         0.6    0.526316    0.526316           2
           1         0.5         0.5         0.5           0
           1         0.6        0.55     0.52381           0
           2         0.7        0.55    0.545455           0
           3         0.7        0.55    0.565217           1
           1         0.6        0.55    0.541667           1
           2         0.5        0.55        0.52           0
           1         0.5         0.6    0.538462           1
           1         0.4         0.6    0.518519           2
           1         0.4        0.55         0.5           2
           2         0.4         0.5    0.482759           2
           3         0.4        0.45    0.466667           0
           1         0.4         0.5         0.5           1
           1         0.3         0.5    0.466667           1
           2         0.2        0.45    0.433333           0
           1         0.3        0.45    0.466667           0
           2         0.4        0.45         0.5           1
           1         0.3         0.4         0.5           1
           2         0.3        0.35         0.5           0
           1         0.4         0.4         0.5           1
           1         0.4         0.4    0.466667           0
           1         0.5        0.45    0.466667           1
           1         0.4         0.4    0.466667           0
           1         0.5         0.4         0.5           1
           1         0.5        0.35    0.466667           0
           1         0.5         0.4    0.466667           1
           1         0.4         0.4    0.433333           0
           1         0.5         0.4    0.433333           0
           2         0.6        0.45    0.433333           0
           3         0.6         0.5    0.466667           1
           1         0.6         0.5    0.466667           0
           1         0.6        0.55         0.5           0
           2         0.7        0.55         0.5           1
           1         0.6        0.55    0.466667           2
           1         0.6        0.55    0.433333           0
           1         0.6        0.55    0.466667           0
           2         0.7        0.55         0.5           1
           1         0.6        0.55    0.466667           2
           1         0.5        0.55    0.466667           0
           1         0.5        0.55         0.5           0
           2         0.6         0.6    0.533333           1
           1         0.5        0.55    0.533333           1
           2         0.4        0.55         0.5           2
           1         0.4         0.5         0.5           0
           1         0.5        0.55    0.533333           0
           2         0.5        0.55    0.533333           0
           3         0.5         0.6    0.533333           2
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           1
           1         0.5         0.5         0.5           2
           1         0.4         0.4         0.4           2
           2    0.333333    0.333333    0.333333           1
           1    0.285714    0.285714    0.285714           0
           1       0.375       0.375       0.375           0
           2    0.444444    0.444444    0.444444           0
           3         0.5         0.5         0.5           0
           4         0.6    0.545455    0.545455           1
           1         0.5         0.5         0.5           2
           1         0.4    0.461538    0.461538           1
           1         0.4    0.428571    0.428571           0
           1         0.5    0.466667    0.466667           1
           1         0.5      0.4375      0.4375           0
           1         0.6    0.470588    0.470588           1
           1         0.5    0.444444    0.444444           0
           1         0.5    0.473684    0.473684           0
           2         0.5         0.5         0.5           0
           3         0.5        0.55     0.52381           0
           4         0.6        0.55    0.545455           1
           1         0.6         0.5    0.521739           1
           2         0.6         0.5         0.5           1
           3         0.5         0.5        0.48           0
           1         0.6        0.55         0.5           2
           1         0.5        0.55    0.481481           0
           1         0.6        0.55         0.5           1
           1         0.5         0.5    0.482759           0
           1         0.5         0.5         0.5           1
           1         0.4        0.45         0.5           0
           1         0.4         0.5         0.5           0
           2         0.5        0.55         0.5           0
           3         0.6         0.6    0.533333           1
           1         0.6        0.55    0.533333           0
           1         0.6         0.6    0.566667           1
           1         0.6        0.55    0.566667           1
           2         0.5        0.55    0.533333           1
           3         0.5         0.5         0.5           1
           4         0.4        0.45    0.466667           0
           1         0.5        0.45    0.466667           0
           2         0.5        0.45         0.5           0
           3         0.5         0.5    0.533333           0
           4         0.5        0.55    0.566667           1
           1         0.5        0.55    0.533333           0
           1         0.5        0.55    0.566667           0
           2         0.6         0.6    0.566667           0
           3         0.7         0.6         0.6           1
           1         0.7         0.6    0.566667           0
           1         0.8         0.6    0.566667           1
           1         0.7         0.6    0.533333           1
           2         0.6        0.55         0.5           0
           1         0.6        0.55    0.533333           0
           2         0.6        0.55    0.566667           0
           3         0.7         0.6         0.6           0
           4         0.7         0.6         0.6           1
           1         0.6         0.6         0.6           0
           1         0.6        0.65         0.6           0
           2         0.7         0.7    0.633333           0
           3         0.7        0.75    0.633333           0
           4         0.8        0.75    0.666667           1
           1         0.8         0.7    0.633333           1
           2         0.7        0.65         0.6           0
           1         0.7        0.65         0.6           0
           2         0.7         0.7    0.633333           2
           1         0.6        0.65         0.6           2
           2         0.6         0.6         0.6           1
           1         0.5        0.55         0.6           1
           2         0.4        0.55         0.6           0
           1         0.4        0.55    0.633333           1
           1         0.3        0.55         0.6           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           2
           1    0.333333    0.333333    0.333333           0
           1         0.5         0.5         0.5           0
           2         0.6         0.6         0.6           0
           3    0.666667    0.666667    0.666667           1
           1    0.571429    0.571429    0.571429           2
           1         0.5         0.5         0.5           1
           1    0.444444    0.444444    0.444444           0
           1         0.5         0.5         0.5           0
           2         0.6    0.545455    0.545455           0
           3         0.6    0.583333    0.583333           1
           1         0.6    0.538462    0.538462           0
           1         0.6    0.571429    0.571429           0
           2         0.6         0.6         0.6           1
           1         0.5      0.5625      0.5625           1
           2         0.5    0.529412    0.529412           0
           1         0.6    0.555556    0.555556           1
           1         0.6    0.526316    0.526316           0
           1         0.6        0.55        0.55           0
           2         0.6         0.6    0.571429           1
           1         0.5        0.55    0.545455           0
           1         0.6         0.6    0.565217           0
           2         0.6         0.6    0.583333           1
           1         0.5        0.55        0.56           0
           1         0.6        0.55    0.576923           0
           2         0.7         0.6    0.592593           1
           1         0.6         0.6    0.571429           1
           2         0.6         0.6    0.551724           1
           3         0.5        0.55    0.533333           1
           4         0.4         0.5    0.533333           1
           5         0.4        0.45         0.5           1
           6         0.3        0.45         0.5           1
           7         0.2         0.4    0.466667           0
           1         0.3         0.4    0.466667           1
           1         0.2         0.4    0.433333           0
           1         0.2        0.45    0.466667           0
           2         0.3        0.45         0.5           0
           3         0.4         0.5    0.533333           2
           1         0.4        0.45         0.5           0
           1         0.5        0.45         0.5           1
           1         0.5        0.45    0.466667           1
           2         0.5         0.4    0.466667           1
           3         0.5        0.35    0.433333           1
           4         0.4        0.35         0.4           0
           1         0.5        0.35    0.433333           0
           2         0.5        0.35    0.466667           0
           3         0.5         0.4    0.466667           1
           1         0.4         0.4    0.466667           1
           2         0.4         0.4    0.433333           2
           1         0.3         0.4         0.4           1
           1         0.3         0.4         0.4           0
           1         0.4        0.45         0.4           0
           2         0.5         0.5         0.4           1
           1         0.5        0.45         0.4           1
           2         0.4        0.45    0.366667           0
           1         0.4        0.45    0.366667           0
           2         0.4        0.45         0.4           1
           1         0.4         0.4         0.4           1
           2         0.4         0.4         0.4           1
           3         0.4        0.35         0.4           1
           4         0.4        0.35         0.4           1
           5         0.3        0.35         0.4           1
           6         0.2        0.35         0.4           0
           1         0.3         0.4         0.4           1
           1         0.3        0.35         0.4           0
           1         0.3        0.35         0.4           1
           1         0.2         0.3    0.366667           0
           1         0.3        0.35    0.366667           0
           2         0.4         0.4         0.4           1
           1         0.4         0.4    0.366667           1
           2         0.4         0.4    0.366667           1
           3         0.4        0.35    0.366667           0
           1         0.5        0.35         0.4           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           1
           1           0           0           0           0
           1    0.333333    0.333333    0.333333           1
           1        0.25        0.25        0.25           0
           1         0.4         0.4         0.4           1
           1    0.333333    0.333333    0.333333           1
           2    0.285714    0.285714    0.285714           0
           1       0.375       0.375       0.375           2
           1    0.333333    0.333333    0.333333           1
           1         0.3         0.3         0.3           2
           1         0.3    0.272727    0.272727           2
           2         0.3        0.25        0.25           1
           1         0.2    0.230769    0.230769           0
           1         0.3    0.285714    0.285714           0
           2         0.3    0.333333    0.333333           1
           1         0.3      0.3125      0.3125           0
           1         0.4    0.352941    0.352941           0
           2         0.4    0.388889    0.388889           1
           1         0.4    0.368421    0.368421           1
           2         0.4        0.35        0.35           1
           3         0.4        0.35    0.333333           2
           1         0.4        0.35    0.318182           0
           1         0.5        0.35    0.347826           0
           2         0.5         0.4       0.375           0
           3         0.5         0.4         0.4           0
           4         0.6        0.45    0.423077           1
           1         0.5        0.45    0.407407           0
           1         0.5        0.45    0.428571           0
           2         0.6         0.5    0.448276           0
           3         0.7        0.55    0.466667           1
           1         0.7        0.55    0.466667           0
           1         0.8         0.6         0.5           0
           2         0.8        0.65         0.5           1
           1         0.7         0.6         0.5           1
           2         0.6        0.55    0.466667           0
           1         0.6         0.6         0.5           0
           2         0.7         0.6    0.533333           1
           1         0.6        0.55         0.5           0
           1         0.6         0.6    0.533333           2
           1         0.5         0.6    0.533333           1
           1         0.5         0.6    0.533333           0
           1         0.5        0.65    0.566667           1
           1         0.4         0.6    0.566667           0
           1         0.5         0.6    0.566667           0
           2         0.6         0.6    0.566667           0
           3         0.6         0.6         0.6           0
           4         0.6        0.65         0.6           2
           1         0.6         0.6    0.566667           0
           1         0.6         0.6         0.6           1
           1         0.6        0.55         0.6           0
           1         0.7         0.6    0.633333           2
           1         0.6        0.55    0.633333           1
           1         0.6         0.5         0.6           1
           2         0.5         0.5    0.566667           0
           1         0.5        0.55    0.566667           0
           2         0.5        0.55    0.566667           0
           3         0.5        0.55         0.6           1
           1         0.5        0.55    0.566667           1
           2         0.4         0.5    0.533333           0
           1         0.5        0.55    0.533333           0
           2         0.5         0.6    0.566667           1
           1         0.5        0.55    0.533333           1
           2         0.5        0.55         0.5           0
           1         0.6        0.55    0.533333           2
           1         0.5         0.5    0.533333           1
           1         0.4        0.45         0.5           1
           2         0.3         0.4    0.466667           1
           3         0.3         0.4    0.466667           2
           1         0.3        0.35    0.433333           1
           1         0.2        0.35    0.433333           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           1
           1           0           0           0           1
           2           0           0           0           0
           1        0.25        0.25        0.25           0
           2         0.4         0.4         0.4           0
           3         0.5         0.5         0.5           0
           4    0.571429    0.571429    0.571429           1
           1         0.5         0.5         0.5           0
           1    0.555556    0.555556    0.555556           0
           2         0.6         0.6         0.6           0
           3         0.7    0.636364    0.636364           1
           1         0.7    0.583333    0.583333           2
           1         0.7    0.538462    0.538462           2
           2         0.6         0.5         0.5           1
           1         0.5    0.466667    0.466667           1
           2         0.4      0.4375      0.4375           0
           1         0.4    0.470588    0.470588           0
           2         0.5         0.5         0.5           2
           1         0.4    0.473684    0.473684           2
           2         0.3        0.45        0.45           0
           1         0.3         0.5     0.47619           1
           1         0.3         0.5    0.454545           2
           1         0.3         0.5    0.434783           1
           1         0.3        0.45    0.416667           0
           1         0.4        0.45        0.44           0
           2         0.5        0.45    0.461538           0
           3         0.5        0.45    0.481481           0
           4         0.5         0.5         0.5           1
           1         0.5        0.45    0.482759           0
           1         0.6        0.45         0.5           1
           1         0.5         0.4         0.5           1
           2         0.5         0.4         0.5           1
           3         0.5         0.4         0.5           1
           4         0.5         0.4    0.466667           0
           1         0.5        0.45    0.466667           0
           2         0.5         0.5    0.466667           0
           3         0.5         0.5    0.466667           2
           1         0.4        0.45    0.466667           0
           1         0.5         0.5    0.466667           2
           1         0.4         0.5    0.433333           0
           1         0.5         0.5    0.433333           1
           1         0.5         0.5    0.433333           2
           1         0.5         0.5    0.433333           1
           1         0.5         0.5    0.433333           1
           2         0.4        0.45    0.433333           1
           3         0.3         0.4    0.433333           1
           4         0.2        0.35         0.4           1
           5         0.2         0.3    0.366667           1
           6         0.1         0.3    0.366667           1
           7         0.1        0.25    0.366667           1
           8           0        0.25    0.333333           0
           1         0.1         0.3    0.366667           0
           2         0.2        0.35         0.4           2
           1         0.2        0.35         0.4           1
           1         0.2         0.3    0.366667           0
           1         0.3         0.3    0.366667           0
           2         0.4         0.3    0.366667           1
           1         0.4         0.3    0.333333           0
           1         0.5         0.3    0.366667           0
           2         0.6        0.35    0.366667           0
           3         0.7        0.35         0.4           1
           1         0.6        0.35         0.4           1
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           0
           1         0.5         0.5         0.5           0
           2    0.666667    0.666667    0.666667           1
           1         0.5         0.5         0.5           1
           2         0.4         0.4         0.4           0
           1         0.5         0.5         0.5           0
           2    0.571429    0.571429    0.571429           1
           1         0.5         0.5         0.5           2
           1    0.444444    0.444444    0.444444           1
           1         0.4         0.4         0.4           1
           2         0.4    0.363636    0.363636           1
           3         0.3    0.333333    0.333333           2
           1         0.2    0.307692    0.307692           0
           1         0.3    0.357143    0.357143           1
           1         0.3    0.333333    0.333333           0
           1         0.3       0.375       0.375           1
           1         0.2    0.352941    0.352941           1
           2         0.2    0.333333    0.333333           2
           1         0.2    0.315789    0.315789           0
           1         0.3        0.35        0.35           0
           2         0.4         0.4    0.380952           0
           3         0.5         0.4    0.409091           1
           1         0.5        0.35    0.391304           0
           1         0.5         0.4    0.416667           1
           1         0.5         0.4         0.4           1
           2         0.4        0.35    0.384615           0
           1         0.5        0.35    0.407407           2
           1         0.5        0.35    0.392857           1
           1         0.5        0.35     0.37931           0
           1         0.5         0.4         0.4           1
           1         0.4         0.4         0.4           1
           2         0.3         0.4    0.366667           1
           3         0.3         0.4    0.333333           2
           1         0.2        0.35    0.333333           0
           1         0.3         0.4    0.366667           1
           1         0.3        0.35    0.333333           0
           1         0.3         0.4    0.333333           1
           1         0.3         0.4    0.333333           1
           2         0.3         0.4    0.333333           0
           1         0.3         0.4    0.366667           1
           1         0.3        0.35    0.366667           1
           2         0.3         0.3    0.366667           1
           3         0.3         0.3    0.366667           1
           4         0.3        0.25    0.333333           0
           1         0.3         0.3    0.366667           2
           1         0.3         0.3    0.333333           1
           1         0.2        0.25    0.333333           1
           2         0.2        0.25    0.333333           1
           3         0.2        0.25    0.333333           1
           4         0.1         0.2         0.3           1
           5         0.1         0.2    0.266667           0
           1         0.2        0.25    0.266667           1
           1         0.2        0.25    0.266667           1
           2         0.2        0.25    0.233333           2
           1         0.1         0.2    0.233333           0
           1         0.2        0.25    0.266667           0
           2         0.3        0.25    0.266667           1
           1         0.3        0.25    0.266667           1
           2         0.3        0.25    0.266667           1
           3         0.3         0.2    0.233333           1
           4         0.3         0.2    0.233333           1
           5         0.2         0.2    0.233333           1
           6         0.2         0.2    0.233333           0
           1         0.3        0.25    0.266667           0
           2         0.4        0.25    0.266667           0
           3         0.4         0.3         0.3           1
           1         0.3         0.3    0.266667           1
           2         0.3         0.3    0.266667           0
The Way To Read This is A      A      A      A    -> B
                        B      B      B      B    -> C
this means that the 4 data descriptors are from the previous hands and are used to imply the C and does not include the C in their tallies

STREAK COUNT BANK LAST10 BANK LAST20 BANK LAST30       LABEL
           0           0           0           0           2
           1           0           0           0           1
           1           0           0           0           0
           1        0.25        0.25        0.25           1
           1         0.2         0.2         0.2           1
           2    0.166667    0.166667    0.166667           0
           1    0.285714    0.285714    0.285714           2
           1        0.25        0.25        0.25           1
           1    0.222222    0.222222    0.222222           1
           2         0.2         0.2         0.2           0
           1         0.3    0.272727    0.272727           0
           2         0.4    0.333333    0.333333           0
           3         0.5    0.384615    0.384615           0
           4         0.5    0.428571    0.428571           1
           1         0.5         0.4         0.4           1
           2         0.5       0.375       0.375           1
           3         0.4    0.352941    0.352941           1
           4         0.4    0.333333    0.333333           1
           5         0.4    0.315789    0.315789           1
           6         0.4         0.3         0.3           2
           1         0.3         0.3    0.285714           1
           1         0.2         0.3    0.272727           2
           1         0.1         0.3     0.26087           0
           1         0.1         0.3    0.291667           1
           1         0.1         0.3        0.28           1
           2         0.1         0.3    0.269231           1
           3         0.1        0.25    0.259259           0
           1         0.2         0.3    0.285714           0
           2         0.3        0.35    0.310345           1
           1         0.3        0.35         0.3           0
           1         0.4        0.35    0.333333           0
           2         0.5        0.35    0.366667           1
           1         0.5         0.3    0.366667           1
           2         0.4        0.25    0.333333           2
           1         0.4        0.25    0.333333           2
           2         0.4        0.25    0.333333           0
           1         0.5         0.3    0.333333           1
           1         0.4         0.3    0.333333           2
           1         0.3         0.3    0.333333           0
           1         0.4        0.35    0.366667           1
           1         0.3        0.35    0.333333           1
           2         0.2        0.35         0.3           0
           1         0.3         0.4         0.3           0
           2         0.4         0.4         0.3           0
           3         0.5        0.45    0.333333           0
           4         0.6         0.5    0.366667           2
           1         0.5         0.5    0.366667           1
           1         0.5        0.45    0.366667           0
           1         0.6        0.45         0.4           1
           1         0.5        0.45         0.4           2
           1         0.5         0.4         0.4           0
           1         0.6         0.4    0.433333           0
